Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,B2B,fulfilled-by,Year,Month,Day,DayOfWeek
3,1,0,1,4,8,0,1,537.0,4248,27,411019.0,1250,0,0,2022,5,21,5
2,0,0,0,4,0,0,1,599.0,4289,0,744101.0,3028,0,1,2022,4,14,3
2,0,0,0,4,8,0,1,1364.0,2019,50,500039.0,3036,0,1,2022,5,31,1
3,1,0,1,4,7,0,1,1299.0,1290,7,846004.0,2410,0,0,2022,4,17,6
2,0,0,0,5,6,0,1,432.0,5680,52,221003.0,3028,0,1,2022,4,24,6
2,0,0,0,4,6,0,1,499.0,6161,54,700064.0,3028,0,1,2022,5,27,4
0,0,0,0,7,7,2,1,449.0,1794,22,561209.0,3036,0,1,2022,5,8,6
2,0,0,0,5,6,0,1,487.0,3763,13,110064.0,3028,0,1,2022,5,8,6
0,0,0,0,6,6,2,1,885.0,3119,49,641105.0,3036,0,1,2022,5,29,6
2,0,0,0,4,7,0,1,597.0,3252,23,673602.0,3028,0,1,2022,4,12,1
2,0,0,0,6,9,0,1,377.0,1740,52,201014.0,3036,0,1,2022,5,22,6
3,1,0,1,5,7,0,1,360.0,2504,23,690503.0,301,0,0,2022,5,15,6
2,0,0,0,4,10,0,1,449.0,3202,22,574229.0,3036,0,1,2022,4,9,5
0,0,0,0,7,5,2,1,399.0,2019,50,500016.0,3036,0,1,2022,5,4,2
3,1,0,1,4,10,0,1,1338.0,4490,21,829107.0,77,0,0,2022,5,24,1
2,0,0,0,4,10,0,1,1166.0,4605,21,834003.0,3028,0,1,2022,4,1,4
2,0,0,0,4,7,0,1,1559.0,5261,27,410506.0,3028,0,1,2022,5,7,5
2,0,0,0,4,0,0,1,641.0,1655,18,121001.0,3028,0,1,2022,5,30,0
0,0,0,0,4,6,2,1,696.0,1955,22,573201.0,3036,0,1,2022,4,18,0
2,0,0,0,7,10,0,1,533.0,2481,22,581301.0,3028,0,1,2022,4,23,5
2,0,0,0,4,5,0,1,1133.0,541,22,560103.0,3036,0,1,2022,4,21,3
3,1,0,1,4,8,0,1,819.0,632,35,751025.0,227,0,0,2022,5,20,4
3,1,0,1,4,6,0,1,1349.0,4996,27,413001.0,644,0,0,2022,5,20,4
2,0,0,0,4,7,0,1,881.0,2019,50,500091.0,3028,0,1,2022,4,19,1
2,0,0,0,7,6,0,1,582.0,1321,13,110092.0,3040,0,1,2022,5,28,5
8,1,0,1,4,5,0,1,517.0,1998,39,146001.0,303,0,0,2022,5,16,0
2,0,0,0,4,0,0,1,888.0,1020,49,600095.0,3028,0,1,2022,4,9,5
2,0,0,0,4,9,0,1,626.0,4559,1,533101.0,3028,0,1,2022,5,4,2
2,0,0,0,7,8,0,1,357.0,542,22,560016.0,3028,0,1,2022,4,9,5
3,1,0,1,7,6,0,1,517.0,4008,1,523001.0,837,0,0,2022,4,27,2
2,0,0,0,5,6,0,1,464.0,3861,27,440030.0,3036,0,1,2022,5,4,2
0,0,0,0,7,0,2,1,549.0,3763,13,110068.0,3036,0,1,2022,4,5,1
2,0,0,0,4,10,0,1,852.0,4248,27,411019.0,3036,0,1,2022,4,9,5
3,1,0,1,4,8,0,1,788.0,4511,27,411017.0,1290,0,0,2022,5,10,1
0,1,0,1,6,5,1,0,856.19,669,52,243633.0,3036,0,0,2022,4,14,3
2,0,0,0,6,0,0,1,625.0,850,22,560035.0,3036,0,1,2022,5,3,1
2,0,0,0,7,5,0,1,399.0,3763,13,110088.0,3036,0,1,2022,4,15,4
2,0,0,0,7,8,0,1,487.0,2155,26,452016.0,3036,0,1,2022,4,16,5
3,1,0,1,4,7,0,1,455.0,3763,13,110029.0,1434,0,0,2022,5,25,2
3,1,0,1,7,6,0,1,292.0,3569,50,507115.0,192,0,0,2022,5,6,4
0,0,0,0,4,9,2,1,856.0,4315,27,411046.0,3036,0,1,2022,4,17,6
2,0,0,0,7,10,0,1,749.0,4315,27,411023.0,3036,0,1,2022,5,12,3
2,0,0,0,4,9,0,1,736.0,5736,1,520008.0,3036,0,1,2022,5,29,6
2,0,0,0,4,8,0,1,818.0,1817,18,122018.0,3028,0,1,2022,5,4,2
8,1,0,1,4,9,0,1,1186.0,541,22,560004.0,2300,0,0,2022,4,14,3
2,0,0,0,7,6,0,1,487.0,983,9,160022.0,3028,0,1,2022,5,22,6
2,0,0,0,4,10,0,1,749.0,5263,27,410507.0,3028,0,1,2022,4,2,5
2,0,0,0,4,7,0,1,499.0,1249,49,641114.0,3028,0,1,2022,4,7,3
3,1,0,1,6,5,0,1,744.0,1879,27,441601.0,2309,0,0,2022,4,17,6
2,0,0,0,7,6,0,1,399.0,1740,52,201014.0,3028,0,1,2022,5,13,4
3,1,0,1,6,5,0,1,771.0,541,22,560090.0,256,0,0,2022,5,15,6
2,0,0,0,4,5,0,1,1199.0,2019,50,500013.0,3028,0,1,2022,5,26,3
0,0,0,0,7,10,2,1,568.0,4269,49,642114.0,3036,0,1,2022,5,30,0
2,0,0,0,4,5,0,1,759.0,2081,50,500085.0,3036,0,1,2022,5,5,3
2,0,0,0,4,0,0,1,999.0,6094,52,250002.0,3028,0,1,2022,4,10,6
2,0,0,0,7,7,0,1,518.0,4164,23,689501.0,3028,0,1,2022,4,12,1
8,1,0,1,4,10,0,1,666.0,4483,0,744107.0,1673,0,0,2022,5,13,4
2,0,0,0,4,6,0,1,657.0,3554,52,221406.0,3028,0,1,2022,4,20,2
3,1,0,1,7,10,0,1,353.0,4996,27,413004.0,771,0,0,2022,4,21,3
2,0,0,0,7,5,0,1,376.0,493,54,743610.0,3028,0,1,2022,4,15,4
0,1,0,1,7,10,1,0,328.57,3063,52,226017.0,3036,0,0,2022,4,16,5
2,0,0,0,5,7,0,1,487.0,3688,1,518502.0,3028,0,1,2022,4,27,2
2,0,0,0,4,9,0,1,653.0,2445,7,843109.0,3028,0,1,2022,5,23,0
2,0,0,0,7,10,0,1,358.0,3763,13,110089.0,3036,0,1,2022,4,1,4
2,0,0,0,5,8,0,1,487.0,541,22,560043.0,3036,0,1,2022,4,27,2
3,1,0,1,4,0,0,1,563.0,242,17,380058.0,1218,0,0,2022,5,3,1
2,0,0,0,4,9,0,1,635.0,2019,50,500072.0,3028,0,1,2022,5,29,6
2,0,0,0,7,10,0,1,379.0,4061,23,671312.0,3036,0,1,2022,4,4,0
2,0,0,0,4,7,0,1,1173.0,3264,52,250110.0,3028,0,1,2022,4,6,2
2,0,0,0,7,10,0,1,487.0,3951,13,110025.0,3028,0,1,2022,4,24,6
2,0,0,0,7,8,0,1,517.0,4315,27,411041.0,3028,0,1,2022,5,14,5
3,1,0,1,4,10,0,1,969.0,3063,52,226010.0,2982,0,0,2022,4,4,0
2,0,0,0,4,10,0,1,814.0,1913,18,122011.0,3036,0,1,2022,5,12,3
0,1,0,1,7,8,1,0,280.95,113,27,444606.0,3036,0,0,2022,4,17,6
2,0,0,0,4,7,0,1,1065.0,4551,10,496001.0,3028,0,1,2022,4,27,2
2,0,0,0,4,5,0,1,999.0,2177,43,302017.0,3028,0,1,2022,5,18,2
3,1,0,1,5,6,0,1,518.0,3343,27,400076.0,797,0,0,2022,4,30,5
3,1,0,1,7,7,0,1,399.0,5317,27,400610.0,1457,0,0,2022,5,5,3
2,0,0,0,7,6,0,1,435.0,1041,23,686536.0,3036,0,1,2022,4,24,6
2,0,0,0,7,8,0,1,777.0,541,22,560064.0,3036,0,1,2022,5,20,4
2,0,0,0,4,10,0,1,641.0,6029,50,500080.0,3028,0,1,2022,5,27,4
3,1,0,1,4,6,0,1,599.0,3815,52,201304.0,1934,0,0,2022,4,23,5
0,0,0,0,4,0,2,1,1036.0,4960,27,423601.0,3036,0,1,2022,5,8,6
2,0,0,0,5,7,0,1,432.0,3644,4,786610.0,3036,0,1,2022,4,3,6
2,0,0,0,5,5,0,1,540.0,2019,50,500084.0,3028,0,1,2022,4,8,4
2,0,0,0,7,0,0,1,471.0,2081,50,500050.0,3028,0,1,2022,5,4,2
3,1,0,1,6,7,0,1,771.0,3020,43,341306.0,301,0,0,2022,5,16,0
2,0,0,0,7,5,0,1,666.0,2484,23,671123.0,3028,0,1,2022,5,30,0
2,0,0,0,4,6,0,1,605.0,3638,27,440025.0,3028,0,1,2022,5,16,0
3,1,0,1,7,6,0,1,568.0,4082,27,401208.0,2309,0,0,2022,4,16,5
2,0,0,0,7,8,0,1,442.0,52,27,444001.0,3036,0,1,2022,4,28,3
3,1,0,1,7,6,0,1,301.0,983,9,160047.0,254,0,0,2022,5,25,2
2,0,0,0,4,5,0,1,825.0,541,22,560067.0,3028,0,1,2022,4,26,1
8,1,0,1,4,8,0,1,1115.0,3674,47,737126.0,840,0,0,2022,4,25,0
3,1,0,1,7,5,0,1,490.0,5555,43,313001.0,2878,0,0,2022,3,31,3
2,0,0,0,7,6,0,1,635.0,4115,27,413304.0,3028,0,1,2022,5,16,0
2,0,0,0,4,10,0,1,747.0,581,7,813210.0,3028,0,1,2022,4,6,2
2,0,0,0,7,5,0,1,471.0,2019,50,500024.0,3028,0,1,2022,4,13,2
3,1,0,1,7,0,0,1,715.0,3763,13,110081.0,2352,0,0,2022,4,2,5
2,0,0,0,4,8,0,1,613.0,6145,27,411037.0,3036,0,1,2022,4,9,5
3,1,0,1,7,6,0,1,771.0,1006,50,502255.0,2754,0,0,2022,4,6,2
2,0,0,0,4,0,0,1,999.0,541,22,560004.0,3028,0,1,2022,4,19,1
2,0,0,0,7,6,0,1,399.0,541,22,560078.0,3028,0,1,2022,5,14,5
2,0,0,0,7,7,0,1,517.0,4945,54,734001.0,3028,0,1,2022,5,24,1
2,0,0,0,4,0,0,1,1999.0,3940,1,524314.0,3028,0,1,2022,4,30,5
0,0,0,0,4,9,2,1,1481.0,2093,1,521456.0,3036,0,1,2022,4,2,5
2,0,0,0,4,6,0,1,788.0,2686,27,416520.0,3028,0,1,2022,4,16,5
2,0,0,0,6,9,0,1,1033.0,1020,49,600009.0,3036,0,1,2022,4,1,4
2,0,0,0,7,0,0,1,725.0,3815,52,201301.0,3028,0,1,2022,4,16,5
2,0,0,0,5,0,0,1,507.0,3343,27,400057.0,3036,0,1,2022,5,6,4
2,0,0,0,4,7,0,1,1399.0,4896,26,476337.0,3028,0,1,2022,4,6,2
3,1,0,1,4,6,0,1,969.0,5158,19,171004.0,184,0,0,2022,5,3,1
2,0,0,0,5,8,0,1,545.0,3116,1,531163.0,3028,0,1,2022,5,23,0
2,0,0,0,4,7,0,1,612.0,2191,39,144005.0,3028,0,1,2022,4,22,4
2,0,0,0,4,8,0,1,969.0,2333,23,683110.0,3028,0,1,2022,5,8,6
3,1,0,1,5,0,0,1,301.0,3763,13,110092.0,1249,0,0,2022,5,22,6
2,0,0,0,7,9,0,1,378.0,541,22,560033.0,3028,0,1,2022,4,4,0
2,0,0,0,6,10,0,1,885.0,3575,27,400102.0,3028,0,1,2022,5,18,2
2,0,0,0,6,5,0,1,807.0,5045,35,770001.0,3028,0,1,2022,4,21,3
2,0,0,0,5,5,0,1,665.0,6029,50,500037.0,3036,1,1,2022,5,9,0
2,0,0,0,4,7,0,1,955.0,3758,1,524004.0,3028,0,1,2022,4,6,2
3,1,0,1,4,0,0,1,1238.0,72,52,211002.0,1521,0,0,2022,5,18,2
2,0,0,0,4,5,0,1,931.0,541,22,560056.0,3036,0,1,2022,5,8,6
3,1,0,1,4,0,0,1,680.0,954,27,410501.0,2457,0,0,2022,4,17,6
2,0,0,0,6,8,0,1,744.0,2006,54,711106.0,3028,0,1,2022,4,16,5
2,0,0,0,5,7,0,1,469.0,3875,27,401209.0,3036,0,1,2022,4,5,1
0,1,0,1,4,7,1,0,588.57,541,22,560091.0,3036,0,0,2022,4,3,6
2,0,0,0,7,8,0,1,518.0,5474,23,680306.0,3028,0,1,2022,4,20,2
2,0,0,0,7,5,0,1,399.0,2000,22,562114.0,3036,0,1,2022,4,30,5
2,0,0,0,5,10,0,1,507.0,3763,13,110008.0,3028,0,1,2022,5,7,5
3,1,0,1,4,5,0,1,1499.0,581,7,812005.0,255,0,0,2022,5,17,1
0,0,0,0,4,7,2,1,788.0,94,18,133001.0,3036,0,1,2022,4,22,4
2,0,0,0,4,10,0,1,563.0,1058,22,577101.0,3028,0,1,2022,4,26,1
2,0,0,0,7,9,0,1,471.0,3121,49,625001.0,3036,0,1,2022,4,14,3
3,1,0,1,7,6,0,1,399.0,5567,26,456010.0,2857,0,0,2022,4,19,1
2,0,0,0,7,1,0,1,869.0,778,22,560075.0,3036,0,1,2022,5,30,0
2,0,0,0,7,6,0,1,533.0,778,22,560103.0,3028,0,1,2022,4,21,3
2,0,0,0,7,3,0,1,764.0,3734,27,400709.0,3028,0,1,2022,5,15,6
2,0,0,0,4,10,0,1,729.0,544,22,560062.0,3028,0,1,2022,4,3,6
2,0,0,0,4,7,0,1,1186.0,632,35,751024.0,3028,0,1,2022,4,20,2
2,0,0,0,7,5,0,1,771.0,1119,49,641027.0,3028,0,1,2022,5,26,3
3,1,0,1,7,0,0,1,495.0,5437,29,794002.0,2496,0,0,2022,4,8,4
2,0,0,0,4,9,0,1,1523.0,3638,27,440013.0,3028,0,1,2022,5,31,1
2,0,0,0,7,10,0,1,382.0,819,45,344001.0,3028,0,1,2022,5,21,5
3,1,0,1,4,6,0,1,1999.0,3303,39,140301.0,1935,0,0,2022,4,20,2
3,1,0,1,7,0,0,1,449.0,441,22,560079.0,1428,0,0,2022,5,21,5
0,0,0,0,5,9,2,1,354.0,6102,27,400042.0,3036,0,1,2022,5,16,0
2,0,0,0,4,5,0,1,763.0,1020,49,600035.0,3036,0,1,2022,4,11,0
3,1,0,1,6,10,0,1,885.0,2618,54,700019.0,1975,0,0,2022,4,24,6
0,0,0,0,6,10,2,1,807.0,3952,13,110014.0,3036,0,1,2022,4,8,4
8,1,0,1,5,5,0,1,499.0,3719,27,422007.0,2386,0,0,2022,4,5,1
2,0,0,0,7,8,0,1,484.0,1190,49,600092.0,3036,0,1,2022,4,28,3
3,1,0,1,7,5,0,1,487.0,1020,49,600021.0,1619,0,0,2022,5,20,4
2,0,0,0,4,10,0,1,922.0,4944,4,788009.0,3028,0,1,2022,4,20,2
2,0,0,0,4,0,0,1,635.0,1740,52,201016.0,3036,0,1,2022,4,10,6
3,1,0,1,6,8,0,1,735.0,541,22,560073.0,190,0,0,2022,5,7,5
2,0,0,0,5,9,0,1,563.0,5665,23,680306.0,3036,0,1,2022,4,15,4
3,1,0,1,4,10,0,1,1115.0,2974,23,691506.0,1220,0,0,2022,5,6,4
2,0,0,0,7,9,0,1,301.0,4589,43,326519.0,3036,0,1,2022,5,25,2
3,1,0,1,7,8,0,1,311.0,541,22,560003.0,2689,0,0,2022,4,15,4
3,1,0,1,4,7,0,1,790.0,35,17,382424.0,987,0,0,2022,4,25,0
2,0,0,0,4,5,0,1,563.0,3763,13,110005.0,3028,0,1,2022,4,7,3
2,0,0,0,7,5,0,1,471.0,2568,17,383255.0,3028,0,1,2022,5,14,5
3,1,0,1,7,0,0,1,471.0,981,18,134107.0,763,0,0,2022,4,30,5
3,1,0,1,7,5,0,1,549.0,3343,27,400050.0,817,0,0,2022,4,26,1
3,1,0,1,7,5,0,1,529.0,715,52,203389.0,1242,0,0,2022,5,12,3
2,0,0,0,7,5,0,1,517.0,1132,35,753012.0,3028,0,1,2022,5,20,4
0,1,0,1,4,6,1,0,947.62,3615,43,321602.0,3036,0,0,2022,4,5,1
2,0,0,0,7,3,0,1,1099.0,3202,22,575005.0,3028,0,1,2022,5,30,0
2,0,0,0,4,0,0,1,453.0,1482,13,110096.0,3036,0,1,2022,5,31,1
3,1,0,1,7,7,0,1,299.0,4208,49,638503.0,2309,0,0,2022,4,16,5
2,0,0,0,7,5,0,1,635.0,2618,54,700105.0,3028,0,1,2022,5,14,5
2,0,0,0,4,6,0,1,1133.0,3638,27,440016.0,3036,0,1,2022,5,19,3
3,1,0,1,4,5,0,1,693.0,3763,13,110034.0,1220,0,0,2022,5,7,5
2,0,0,0,4,0,0,1,517.0,1020,49,600044.0,3036,0,1,2022,5,5,3
2,0,0,0,6,6,0,1,1033.0,3063,52,226001.0,3028,0,1,2022,4,3,6
3,1,0,1,4,5,0,1,999.0,3303,39,140308.0,236,0,0,2022,5,19,3
2,0,0,0,1,9,0,1,284.0,1947,53,249407.0,3028,0,1,2022,4,18,0
0,0,0,0,4,7,2,1,698.0,3626,49,611001.0,3036,0,1,2022,4,5,1
2,0,0,0,7,10,0,1,499.0,3763,13,110096.0,3028,0,1,2022,4,29,4
3,1,0,1,4,6,0,1,1120.0,4575,10,491441.0,2352,0,0,2022,4,2,5
3,1,0,1,7,7,0,1,399.0,2396,50,503145.0,2302,0,0,2022,4,18,0
2,0,0,0,7,8,0,1,379.0,5680,52,221001.0,3028,0,1,2022,5,31,1
0,0,0,0,4,8,2,1,1432.0,1817,18,122002.0,3036,0,1,2022,4,23,5
0,1,0,1,4,7,1,0,938.1,1061,1,522616.0,3036,0,0,2022,5,26,3
2,0,0,0,6,5,0,1,665.0,2120,26,452010.0,3036,0,1,2022,5,15,6
2,0,0,0,7,0,0,1,665.0,5355,23,695003.0,3028,0,1,2022,5,13,4
2,0,0,0,4,6,0,1,1186.0,1822,4,781025.0,3036,0,1,2022,5,27,4
2,0,0,0,4,0,0,1,545.0,541,22,560001.0,3036,0,1,2022,4,23,5
2,0,0,0,6,8,0,1,743.0,541,22,560015.0,3028,0,1,2022,5,3,1
2,0,0,0,2,0,0,1,721.0,2177,43,302039.0,3028,0,1,2022,4,11,0
2,0,0,0,4,9,0,1,1165.0,2741,22,572104.0,3028,0,1,2022,4,1,4
0,0,0,0,4,7,2,1,790.0,4173,39,147006.0,3036,0,1,2022,4,16,5
2,0,0,0,4,7,0,1,736.0,3421,49,625501.0,3036,0,1,2022,5,18,2
0,0,0,0,4,9,2,1,824.0,2821,23,683575.0,3036,0,1,2022,4,7,3
2,0,0,0,7,9,0,1,264.0,5355,23,695019.0,3028,0,1,2022,4,2,5
2,0,0,0,4,8,0,1,599.0,541,22,560083.0,3028,0,1,2022,4,21,3
2,0,0,0,6,10,0,1,791.0,4174,7,800014.0,3028,0,1,2022,5,4,2
3,1,0,1,6,5,0,1,725.0,434,52,210001.0,2736,0,0,2022,4,10,6
3,1,0,1,7,8,0,1,549.0,6145,27,411037.0,2762,0,0,2022,4,9,5
3,1,0,1,6,6,0,1,791.0,1740,52,201014.0,256,0,0,2022,5,15,6
3,1,0,1,6,10,0,1,771.0,1817,18,122505.0,264,0,0,2022,5,9,0
0,0,0,0,4,6,2,1,846.0,541,22,560103.0,3036,0,1,2022,5,6,4
3,1,0,1,4,7,0,1,939.0,3343,27,400043.0,2200,0,0,2022,4,13,2
2,0,0,0,7,8,0,1,487.0,1077,49,641108.0,3036,0,1,2022,4,15,4
2,0,0,0,7,6,0,1,499.0,1316,53,248001.0,3028,0,1,2022,4,5,1
2,0,0,0,7,8,0,1,533.0,3153,35,752103.0,3028,0,1,2022,4,17,6
2,0,0,0,7,9,0,1,471.0,1020,49,600049.0,3028,0,1,2022,4,14,3
2,0,0,0,4,7,0,1,1112.0,69,52,202001.0,3028,0,1,2022,4,13,2
2,0,0,0,4,8,0,1,999.0,44,43,305001.0,3028,0,1,2022,4,11,0
2,0,0,0,7,6,0,1,316.0,4583,50,505209.0,3036,0,1,2022,4,5,1
2,0,0,0,7,7,0,1,476.0,1822,4,781016.0,3036,0,1,2022,4,11,0
2,0,0,0,4,0,0,1,545.0,1571,13,110051.0,3028,0,1,2022,4,6,2
3,1,0,1,7,0,0,1,379.0,2618,54,700099.0,2276,0,0,2022,4,2,5
2,0,0,0,7,10,0,1,399.0,3343,27,400029.0,3036,0,1,2022,4,30,5
2,0,0,0,4,10,0,1,1079.0,1431,1,533262.0,3028,0,1,2022,4,3,6
3,1,0,1,7,3,0,1,869.0,1020,49,600017.0,1703,0,0,2022,5,18,2
0,1,0,1,6,5,1,0,785.71,4164,23,689597.0,3036,0,0,2022,5,17,1
2,0,0,0,4,0,0,1,627.0,2120,26,452001.0,3036,0,1,2022,4,4,0
3,1,0,1,5,5,0,1,371.0,4315,27,411014.0,103,0,0,2022,5,10,1
2,0,0,0,5,9,0,1,549.0,541,22,560015.0,3028,0,1,2022,4,5,1
2,0,0,0,5,5,0,1,540.0,1817,18,122004.0,3028,0,1,2022,4,9,5
2,0,0,0,6,6,0,1,721.0,3785,54,700156.0,3028,0,1,2022,4,16,5
2,0,0,0,6,5,0,1,725.0,541,22,560076.0,3028,0,1,2022,4,16,5
3,1,0,1,7,5,0,1,0.0,2543,50,507001.0,3020,0,0,2022,4,17,6
2,0,0,0,7,8,0,1,542.0,1316,53,248005.0,3028,0,1,2022,4,4,0
3,1,0,1,7,0,0,1,771.0,1290,7,846001.0,225,0,0,2022,5,20,4
3,1,0,1,7,10,0,1,301.0,5626,27,421004.0,137,0,0,2022,5,7,5
2,0,0,0,7,6,0,1,422.0,4827,19,174301.0,3028,0,1,2022,5,8,6
3,1,0,1,4,7,0,1,1186.0,2106,28,795126.0,1200,0,0,2022,5,12,3
2,0,0,0,7,10,0,1,655.0,4870,53,248197.0,3036,0,1,2022,5,17,1
8,1,0,1,4,9,0,1,999.0,2697,19,175101.0,306,0,0,2022,5,9,0
2,0,0,0,6,6,0,1,744.0,2618,54,700011.0,3028,0,1,2022,4,10,6
3,1,0,1,4,8,0,1,635.0,5654,17,390002.0,2750,0,0,2022,4,15,4
2,0,0,0,4,7,0,1,788.0,1655,18,121001.0,3036,0,1,2022,4,9,5
2,0,0,0,4,8,0,1,1349.0,2755,23,682021.0,3036,0,1,2022,5,16,0
2,0,0,0,4,9,0,1,995.0,541,22,560016.0,3028,0,1,2022,4,7,3
3,1,0,1,4,6,0,1,1186.0,3311,26,476001.0,891,0,0,2022,4,28,3
2,0,0,0,7,7,0,1,635.0,3063,52,226002.0,3028,0,1,2022,4,17,6
2,0,0,0,5,6,0,1,550.0,541,22,560028.0,3036,0,1,2022,5,7,5
2,0,0,0,7,7,0,1,771.0,2019,50,500013.0,3036,0,1,2022,5,24,1
2,0,0,0,7,9,0,1,499.0,2019,50,500048.0,3028,0,1,2022,5,28,5
0,0,0,0,4,6,2,1,969.0,5115,26,485775.0,3036,0,1,2022,4,4,0
2,0,0,0,4,7,0,1,631.0,3763,13,110088.0,3028,0,1,2022,4,25,0
2,0,0,0,4,5,0,1,759.0,3815,52,201301.0,3036,0,1,2022,4,8,4
0,1,0,1,7,10,1,0,492.38,628,26,462022.0,3036,0,0,2022,4,15,4
2,0,0,0,0,7,0,1,665.0,4248,27,411039.0,3036,0,1,2022,5,24,1
3,1,0,1,4,6,0,1,759.0,1740,52,201009.0,1993,1,0,2022,4,23,5
2,0,0,0,4,6,0,1,1593.0,2019,50,500010.0,3036,0,1,2022,4,27,2
2,0,0,0,4,0,0,1,650.0,451,54,722183.0,3036,0,1,2022,4,1,4
2,0,0,0,7,1,0,1,1099.0,190,35,761110.0,3028,0,1,2022,5,25,2
3,1,0,1,7,6,0,1,495.0,6102,27,400052.0,2898,1,0,2022,4,3,6
2,0,0,0,5,6,0,1,434.0,4173,39,147001.0,3028,0,1,2022,5,15,6
3,1,0,1,6,6,0,1,885.0,4511,27,412308.0,1687,0,0,2022,5,12,3
2,0,0,0,7,5,0,1,345.0,4315,27,411015.0,3028,0,1,2022,5,30,0
2,0,0,0,4,5,0,1,653.0,2651,43,324002.0,3028,0,1,2022,4,17,6
3,1,0,1,0,7,0,1,280.0,541,22,560037.0,2639,0,0,2022,4,9,5
2,0,0,0,3,4,0,1,790.0,2019,50,500089.0,3028,0,1,2022,4,10,6
2,0,0,0,5,9,0,1,563.0,1817,18,122001.0,3028,0,1,2022,4,30,5
2,0,0,0,5,6,0,1,574.0,3343,27,400053.0,3028,0,1,2022,5,31,1
0,0,0,0,4,8,2,1,788.0,542,22,560016.0,3036,0,1,2022,4,8,4
3,1,0,1,7,7,0,1,499.0,1785,52,201310.0,2771,0,0,2022,4,8,4
3,1,0,1,4,5,0,1,1068.0,3763,13,110084.0,1239,0,0,2022,5,10,1
2,0,0,0,4,8,0,1,1477.0,5562,23,671319.0,3028,0,1,2022,5,19,3
2,0,0,0,4,10,0,1,818.0,3097,39,141001.0,3028,0,1,2022,4,26,1
3,1,0,1,5,5,0,1,493.0,774,27,400051.0,122,0,0,2022,5,11,2
2,0,0,0,5,10,0,1,487.0,4315,27,411004.0,3028,0,1,2022,4,27,2
2,0,0,1,7,6,0,1,0.0,1020,49,600044.0,3036,0,1,2022,5,13,4
3,1,0,1,4,7,0,1,999.0,2352,23,682030.0,204,0,0,2022,5,20,4
2,0,0,0,6,10,0,1,885.0,1020,49,600107.0,3028,0,1,2022,4,10,6
0,1,0,1,7,0,1,0,368.57,983,9,160036.0,3036,0,0,2022,5,3,1
2,0,0,0,4,0,0,1,696.0,3295,52,231001.0,3028,0,1,2022,5,19,3
3,1,0,1,5,5,0,1,574.0,3303,39,140307.0,1521,0,0,2022,5,16,0
3,1,0,1,4,5,0,1,788.0,4657,53,249201.0,2320,0,0,2022,4,15,4
2,0,0,0,4,5,0,1,771.0,2034,53,263139.0,3028,0,1,2022,5,20,4
3,1,0,1,7,6,0,1,475.0,1414,17,389151.0,2280,0,0,2022,4,8,4
3,1,0,1,7,6,0,1,495.0,4129,19,173025.0,2353,0,0,2022,4,3,6
2,0,0,0,4,5,0,1,589.0,5374,23,680005.0,3028,0,1,2022,4,5,1
2,0,0,0,4,10,0,1,788.0,4174,7,800001.0,3028,0,1,2022,4,15,4
2,0,0,0,4,0,0,1,631.0,3763,13,110017.0,3028,0,1,2022,4,18,0
2,0,0,0,7,5,0,1,587.0,4248,27,411018.0,3028,0,1,2022,5,10,1
2,0,0,0,4,10,0,1,852.0,3763,13,110058.0,3028,0,1,2022,4,18,0
2,0,0,0,4,9,0,1,537.0,1605,52,206001.0,3028,0,1,2022,5,18,2
0,1,0,1,6,9,1,0,708.57,2019,50,500020.0,3036,0,0,2022,4,27,2
8,1,0,1,4,5,0,1,666.0,3095,52,226002.0,2645,0,0,2022,4,19,1
2,0,0,0,5,10,0,1,665.0,1785,52,201306.0,3036,0,1,2022,5,30,0
2,0,0,0,4,5,0,1,888.0,3763,13,110022.0,3028,1,1,2022,4,28,3
3,1,0,1,7,6,0,1,318.0,778,22,560043.0,1186,0,0,2022,5,30,0
2,0,0,0,4,5,0,1,1088.0,3971,23,671314.0,3028,0,1,2022,5,6,4
3,1,0,1,6,0,0,1,744.0,3343,27,400103.0,805,0,0,2022,4,28,3
2,0,0,0,0,9,0,1,493.0,1020,49,600106.0,3036,0,1,2022,4,7,3
2,0,0,0,7,6,0,1,342.0,541,22,560023.0,3028,0,1,2022,4,11,0
3,1,0,1,7,10,0,1,495.0,1020,49,600042.0,2943,0,0,2022,4,3,6
2,0,0,0,4,6,0,1,1112.0,983,9,160047.0,3028,0,1,2022,4,1,4
2,0,0,0,7,0,0,1,432.0,2019,50,500046.0,3036,0,1,2022,4,23,5
0,1,0,1,7,6,1,0,328.57,5385,4,786125.0,3036,0,0,2022,5,31,1
2,0,0,0,7,9,0,1,399.0,2878,1,520003.0,3028,0,1,2022,4,14,3
3,1,0,1,7,8,0,1,376.0,4671,53,247667.0,844,0,0,2022,4,20,2
3,1,0,1,7,5,0,1,521.0,2019,50,500050.0,904,0,0,2022,4,22,4
2,0,0,0,5,8,0,1,625.0,632,35,751012.0,3028,0,1,2022,5,15,6
2,0,0,0,7,8,0,1,376.0,1316,53,248001.0,3028,0,1,2022,4,18,0
3,1,0,1,7,9,0,1,435.0,4315,27,411038.0,277,0,0,2022,5,30,0
2,0,0,0,4,9,0,1,788.0,5389,27,441911.0,3028,0,1,2022,4,30,5
