SKU,Category,Style,Size,Total_Quantity_Sold,Total_Sales,Average_Price,Total_Orders,Initial_Stock,Current_Stock,Reorder_Level,Inventory_Status
JNE3644-TP-N-XL,Top,JNE3644,XL,6,2744.29,304.9211111111111,9,129,123,50,In Stock
JNE3644-TP-N-XS,Top,JNE3644,XS,2,598.0,299.0,2,449,447,50,In Stock
JNE3644-TP-N-XXL,Top,JNE3644,XXL,11,3299.0,299.90909090909093,11,102,91,50,In Stock
JNE3645-TP-N-L,Top,JNE3645,L,65,28380.0,436.61538461538464,65,418,353,50,In Stock
JNE3645-TP-N-M,Top,JNE3645,M,58,25851.43,453.5338596491228,57,250,192,50,In Stock
JNE3645-TP-N-S,Top,JNE3645,S,47,21078.52,439.1358333333333,48,239,192,50,In Stock
JNE3645-TP-N-XL,Top,JNE3645,XL,40,18014.43,439.37634146341463,41,255,215,50,In Stock
JNE3645-TP-N-XS,Top,JNE3645,XS,40,17521.0,438.025,40,242,202,50,In Stock
JNE3645-TP-N-XXL,Top,JNE3645,XXL,43,19095.0,444.06976744186045,43,150,107,50,In Stock
JNE3647-TP-N-XS,Top,JNE3647,XS,8,2644.0,330.5,8,489,481,50,In Stock
JNE3647-TP-N-XXL,Top,JNE3647,XXL,1,330.0,330.0,1,102,101,50,In Stock
JNE3648-TP-N-L,Top,JNE3648,L,10,5149.0,514.9,10,191,181,50,In Stock
JNE3648-TP-N-M,Top,JNE3648,M,16,9152.14,508.4522222222222,18,175,159,50,In Stock
JNE3648-TP-N-S,Top,JNE3648,S,12,7142.139999999999,510.1528571428571,14,285,273,50,In Stock
JNE3648-TP-N-XL,Top,JNE3648,XL,4,2041.0,510.25,4,339,335,50,In Stock
JNE3648-TP-N-XS,Top,JNE3648,XS,8,4458.24,495.35999999999996,9,150,142,50,In Stock
JNE3648-TP-N-XXL,Top,JNE3648,XXL,10,5142.0,514.2,10,345,335,50,In Stock
JNE3649-TP-N-XS,Top,JNE3649,XS,2,754.0,377.0,2,477,475,50,In Stock
JNE3649-TP-N-XXL,Top,JNE3649,XXL,1,377.0,377.0,1,403,402,50,In Stock
JNE3651-TP-N-L,Top,JNE3651,L,8,4119.33,457.7033333333333,9,300,292,50,In Stock
JNE3651-TP-N-M,Top,JNE3651,M,15,7658.0,547.0,14,439,424,50,In Stock
JNE3651-TP-N-S,Top,JNE3651,S,3,1554.0,518.0,3,248,245,50,In Stock
JNE3651-TP-N-XL,Top,JNE3651,XL,9,4624.0,513.7777777777778,9,413,404,50,In Stock
JNE3651-TP-N-XS,Top,JNE3651,XS,2,1017.0,508.5,2,208,206,50,In Stock
JNE3651-TP-N-XXL,Top,JNE3651,XXL,6,3108.0,518.0,6,307,301,50,In Stock
JNE3652-TP-N-L,Top,JNE3652,L,18,5755.0,319.72222222222223,18,271,253,50,In Stock
JNE3652-TP-N-M,Top,JNE3652,M,19,6432.0,338.5263157894737,19,273,254,50,In Stock
JNE3652-TP-N-S,Top,JNE3652,S,12,4062.0,338.5,12,406,394,50,In Stock
JNE3652-TP-N-XL,Top,JNE3652,XL,14,4384.0,313.14285714285717,14,247,233,50,In Stock
JNE3652-TP-N-XS,Top,JNE3652,XS,7,2369.0,338.42857142857144,7,452,445,50,In Stock
JNE3652-TP-N-XXL,Top,JNE3652,XXL,14,5684.62,334.38941176470587,17,131,117,50,In Stock
JNE3653-TP-N-XL,Top,JNE3653,XL,6,2154.0,359.0,6,371,365,50,In Stock
JNE3653-TP-N-XXL,Top,JNE3653,XXL,2,713.0,356.5,2,374,372,50,In Stock
JNE3654-TP-L,Top,JNE3654,L,35,14199.29,364.084358974359,39,251,216,50,In Stock
JNE3654-TP-M,Top,JNE3654,M,42,17896.76,372.84916666666663,48,204,162,50,In Stock
JNE3654-TP-S,Top,JNE3654,S,5,1903.0,380.6,5,403,398,50,In Stock
JNE3654-TP-XL,Top,JNE3654,XL,23,8719.0,396.3181818181818,22,347,324,50,In Stock
JNE3654-TP-XS,Top,JNE3654,XS,8,3801.14,380.114,10,316,308,50,In Stock
JNE3654-TP-XXL,Top,JNE3654,XXL,14,5263.0,375.92857142857144,14,349,335,50,In Stock
JNE3655-TP-L,Top,JNE3655,L,5,1645.0,329.0,5,118,113,50,In Stock
JNE3655-TP-M,Top,JNE3655,M,9,2937.0,326.3333333333333,9,231,222,50,In Stock
JNE3655-TP-S,Top,JNE3655,S,1,642.3299999999999,321.16499999999996,2,380,379,50,In Stock
JNE3655-TP-XL,Top,JNE3655,XL,5,1292.0,258.4,5,432,427,50,In Stock
JNE3655-TP-XS,Top,JNE3655,XS,1,329.0,329.0,1,205,204,50,In Stock
JNE3655-TP-XXL,Top,JNE3655,XXL,4,1316.0,329.0,4,419,415,50,In Stock
JNE3656-TP-N-L,Top,JNE3656,L,5,2184.0,436.8,5,331,326,50,In Stock
JNE3656-TP-N-M,Top,JNE3656,M,7,4868.34,540.9266666666667,9,279,272,50,In Stock
JNE3656-TP-N-S,Top,JNE3656,S,2,1058.0,529.0,2,153,151,50,In Stock
JNE3656-TP-N-XXL,Top,JNE3656,XXL,1,518.0,518.0,1,272,271,50,In Stock
JNE3657-TP-XS,Top,JNE3657,XS,3,1005.0,335.0,3,132,129,50,In Stock
JNE3657-TP-XXL,Top,JNE3657,XXL,2,676.0,338.0,2,130,128,50,In Stock
JNE3658-TP-L,Top,JNE3658,L,5,2122.14,353.69,6,470,465,50,In Stock
JNE3658-TP-M,Top,JNE3658,M,8,2846.0,355.75,8,389,381,50,In Stock
JNE3658-TP-S,Top,JNE3658,S,5,1791.0,358.2,5,296,291,50,In Stock
JNE3658-TP-XL,Top,JNE3658,XL,5,1802.0,360.4,5,312,307,50,In Stock
JNE3658-TP-XS,Top,JNE3658,XS,4,1768.1399999999999,353.628,5,229,225,50,In Stock
JNE3658-TP-XXL,Top,JNE3658,XXL,4,1431.0,357.75,4,383,379,50,In Stock
JNE3659-TP-N-L,Top,JNE3659,L,24,13150.56,487.05777777777774,27,380,356,50,In Stock
JNE3659-TP-N-M,Top,JNE3659,M,19,9337.0,491.42105263157896,19,137,118,50,In Stock
JNE3659-TP-N-S,Top,JNE3659,S,3,1479.0,493.0,3,261,258,50,In Stock
JNE3659-TP-N-XL,Top,JNE3659,XL,27,12705.95,453.7839285714286,28,143,116,50,In Stock
JNE3659-TP-N-XS,Top,JNE3659,XS,8,2958.0,369.75,8,227,219,50,In Stock
JNE3659-TP-N-XXL,Top,JNE3659,XXL,36,18049.52,501.3755555555556,36,151,115,50,In Stock
JNE3660-TP-N-L,Top,JNE3660,L,7,2657.0,379.57142857142856,7,282,275,50,In Stock
JNE3660-TP-N-M,Top,JNE3660,M,4,1505.38,301.076,5,100,96,50,In Stock
JNE3660-TP-N-S,Top,JNE3660,S,6,2326.0,387.6666666666667,6,362,356,50,In Stock
JNE3660-TP-N-XS,Top,JNE3660,XS,5,1895.0,379.0,5,155,150,50,In Stock
JNE3660-TP-N-XXL,Top,JNE3660,XXL,8,2677.0,334.625,8,416,408,50,In Stock
JNE3661-TP-XL,Top,JNE3661,XL,2,591.0,295.5,2,375,373,50,In Stock
JNE3661-TP-XS,Top,JNE3661,XS,2,614.0,307.0,2,187,185,50,In Stock
JNE3661-TP-XXL,Top,JNE3661,XXL,3,901.0,300.3333333333333,3,151,148,50,In Stock
JNE3662-TP-S,Top,JNE3662,S,8,3928.57,392.857,10,277,269,50,In Stock
JNE3662-TP-XS,Top,JNE3662,XS,5,1995.0,399.0,5,129,124,50,In Stock
JNE3662-TP-XXL,Top,JNE3662,XXL,3,1197.0,399.0,3,498,495,50,In Stock
JNE3663-TP-M,Top,JNE3663,M,0,341.9,341.9,1,188,188,50,In Stock
JNE3665-TP-L,Top,JNE3665,L,3,1550.0,516.6666666666666,3,231,228,50,In Stock
JNE3665-TP-M,Top,JNE3665,M,4,2081.0,520.25,4,438,434,50,In Stock
JNE3665-TP-S,Top,JNE3665,S,8,4015.0,501.875,8,146,138,50,In Stock
JNE3665-TP-XL,Top,JNE3665,XL,5,3088.05,514.6750000000001,6,282,277,50,In Stock
JNE3665-TP-XS,Top,JNE3665,XS,5,2569.0,513.8,5,439,434,50,In Stock
JNE3666-TP-L,Top,JNE3666,L,4,1196.0,299.0,4,102,98,50,In Stock
JNE3666-TP-M,Top,JNE3666,M,2,598.0,299.0,2,489,487,50,In Stock
JNE3666-TP-S,Top,JNE3666,S,2,598.0,299.0,2,193,191,50,In Stock
JNE3666-TP-XL,Top,JNE3666,XL,4,1200.0,300.0,4,390,386,50,In Stock
JNE3666-TP-XS,Top,JNE3666,XS,3,897.0,299.0,3,179,176,50,In Stock
JNE3666-TP-XXL,Top,JNE3666,XXL,3,899.0,299.6666666666667,3,399,396,50,In Stock
JNE3667-TP-L,Top,JNE3667,L,3,1294.62,323.655,4,411,408,50,In Stock
JNE3667-TP-M,Top,JNE3667,M,5,1645.0,329.0,5,470,465,50,In Stock
JNE3667-TP-XL,Top,JNE3667,XL,2,658.0,329.0,2,146,144,50,In Stock
JNE3667-TP-XXL,Top,JNE3667,XXL,3,981.0,327.0,3,113,110,50,In Stock
JNE3668-TP-N-L,Top,JNE3668,L,2,1017.0,508.5,2,454,452,50,In Stock
JNE3668-TP-N-M,Top,JNE3668,M,2,1036.0,518.0,2,213,211,50,In Stock
JNE3668-TP-N-S,Top,JNE3668,S,3,1554.0,518.0,3,297,294,50,In Stock
JNE3668-TP-N-XL,Top,JNE3668,XL,4,2053.0,513.25,4,257,253,50,In Stock
JNE3668-TP-N-XXL,Top,JNE3668,XXL,2,998.0,499.0,2,237,235,50,In Stock
JNE3669-TU-S,Top,JNE3669,S,6,3465.0,577.5,6,278,272,50,In Stock
JNE3669-TU-XL,Top,JNE3669,XL,1,625.0,625.0,1,243,242,50,In Stock
JNE3669-TU-XXL,Top,JNE3669,XXL,9,5599.0,622.1111111111111,9,472,463,50,In Stock
JNE3669-TU-XXXL,Top,JNE3669,3XL,2,1359.0,679.5,2,427,425,50,In Stock
JNE3670-TU-L,Top,JNE3670,L,6,2350.0,391.6666666666667,6,459,453,50,In Stock
JNE3670-TU-M,Top,JNE3670,M,3,1555.0,388.75,4,403,400,50,In Stock
JNE3670-TU-S,Top,JNE3670,S,5,1962.0,392.4,5,245,240,50,In Stock
JNE3670-TU-XL,Top,JNE3670,XL,1,388.0,388.0,1,334,333,50,In Stock
JNE3670-TU-XS,Top,JNE3670,XS,11,5080.0,390.7692307692308,13,363,352,50,In Stock
JNE3670-TU-XXL,Top,JNE3670,XXL,7,2770.0,395.7142857142857,7,120,113,50,In Stock
JNE3670-TU-XXXL,Top,JNE3670,3XL,4,1954.0,390.8,5,315,311,50,In Stock
JNE3671-TU-L,Top,JNE3671,L,9,4898.0,544.2222222222222,9,458,449,50,In Stock
JNE3671-TU-M,Top,JNE3671,M,7,4213.0,842.6,5,397,390,50,In Stock
JNE3671-TU-S,Top,JNE3671,S,10,5384.0,538.4,10,426,416,50,In Stock
JNE3671-TU-XL,Top,JNE3671,XL,5,3088.0,772.0,4,137,132,50,In Stock
JNE3671-TU-XS,Top,JNE3671,XS,8,4847.0,605.875,8,415,407,50,In Stock
JNE3671-TU-XXL,Top,JNE3671,XXL,12,7316.0,609.6666666666666,12,497,485,50,In Stock
JNE3671-TU-XXXL,Top,JNE3671,3XL,12,7789.24,599.1723076923076,13,163,151,50,In Stock
JNE3672-TU-L,Top,JNE3672,L,4,2842.67,568.534,5,227,223,50,In Stock
JNE3672-TU-M,Top,JNE3672,M,6,3444.0,574.0,6,113,107,50,In Stock
JNE3672-TU-S,Top,JNE3672,S,2,1114.0,557.0,2,270,268,50,In Stock
JNE3672-TU-XL,Top,JNE3672,XL,4,2520.0,630.0,4,192,188,50,In Stock
JNE3672-TU-XS,Top,JNE3672,XS,1,574.0,574.0,1,469,468,50,In Stock
JNE3672-TU-XXL,Top,JNE3672,XXL,2,1148.0,574.0,2,378,376,50,In Stock
JNE3672-TU-XXXL,Top,JNE3672,3XL,7,3444.0,492.0,7,233,226,50,In Stock
JNE3673-TU-L,Top,JNE3673,L,4,2396.0,599.0,4,208,204,50,In Stock
JNE3673-TU-M,Top,JNE3673,M,8,4792.0,798.6666666666666,6,204,196,50,In Stock
JNE3673-TU-S,Top,JNE3673,S,3,1198.0,399.3333333333333,3,237,234,50,In Stock
JNE3673-TU-XL,Top,JNE3673,XL,4,2396.0,599.0,4,283,279,50,In Stock
JNE3673-TU-XS,Top,JNE3673,XS,3,1797.0,599.0,3,175,172,50,In Stock
JNE3673-TU-XXXL,Top,JNE3673,3XL,2,1198.0,599.0,2,407,405,50,In Stock
JNE3674-TU-L,Top,JNE3674,L,10,7346.01,565.0776923076924,13,284,274,50,In Stock
JNE3674-TU-M,Top,JNE3674,M,5,2836.0,567.2,5,120,115,50,In Stock
JNE3674-TU-S,Top,JNE3674,S,6,2870.0,478.3333333333333,6,253,247,50,In Stock
JNE3674-TU-XL,Top,JNE3674,XL,6,3444.0,574.0,6,235,229,50,In Stock
JNE3674-TU-XS,Top,JNE3674,XS,2,1372.0,686.0,2,142,140,50,In Stock
JNE3674-TU-XXL,Top,JNE3674,XXL,9,4816.0,602.0,8,180,171,50,In Stock
JNE3674-TU-XXXL,Top,JNE3674,3XL,6,3444.0,574.0,6,340,334,50,In Stock
JNE3675-TU-L,Top,JNE3675,L,18,9701.0,538.9444444444445,18,462,444,50,In Stock
JNE3675-TU-M,Top,JNE3675,M,14,7545.0,538.9285714285714,14,384,370,50,In Stock
JNE3675-TU-S,Top,JNE3675,S,10,5358.0,535.8,10,328,318,50,In Stock
JNE3675-TU-XL,Top,JNE3675,XL,5,3227.04,537.84,6,108,103,50,In Stock
JNE3675-TU-XS,Top,JNE3675,XS,5,2708.0,541.6,5,115,110,50,In Stock
JNE3675-TU-XXL,Top,JNE3675,XXL,12,7078.05,544.4653846153847,13,282,270,50,In Stock
JNE3675-TU-XXXL,Top,JNE3675,3XL,12,6583.0,548.5833333333334,12,162,150,50,In Stock
JNE3676-TU-L,Top,JNE3676,L,4,1895.24,379.048,5,375,371,50,In Stock
JNE3676-TU-M,Top,JNE3676,M,1,385.0,385.0,1,285,284,50,In Stock
JNE3676-TU-S,Top,JNE3676,S,2,770.0,385.0,2,378,376,50,In Stock
JNE3676-TU-XL,Top,JNE3676,XL,1,385.0,385.0,1,468,467,50,In Stock
JNE3676-TU-XS,Top,JNE3676,XS,1,449.0,449.0,1,235,234,50,In Stock
JNE3676-TU-XXL,Top,JNE3676,XXL,3,1143.0,381.0,3,304,301,50,In Stock
JNE3676-TU-XXXL,Top,JNE3676,3XL,2,770.0,385.0,2,485,483,50,In Stock
JNE3678-TU-M,Top,JNE3678,M,2,1063.0,531.5,2,391,389,50,In Stock
JNE3678-TU-S,Top,JNE3678,S,1,545.0,545.0,1,324,323,50,In Stock
JNE3678-TU-XL,Top,JNE3678,XL,4,2080.0,520.0,4,330,326,50,In Stock
JNE3678-TU-XXXL,Top,JNE3678,3XL,3,1581.0,527.0,3,384,381,50,In Stock
JNE3679-TU-L,Top,JNE3679,L,8,4121.33,412.133,10,299,291,50,In Stock
JNE3679-TU-M,Top,JNE3679,M,1,399.0,399.0,1,267,266,50,In Stock
JNE3679-TU-S,Top,JNE3679,S,1,412.0,412.0,1,361,360,50,In Stock
JNE3680-TU-A-L,Top,JNE3680,L,3,1697.0,565.6666666666666,3,265,262,50,In Stock
JNE3680-TU-M,Top,JNE3680,M,13,7958.67,568.4764285714285,14,206,193,50,In Stock
JNE3680-TU-S,Top,JNE3680,S,5,2870.0,574.0,5,407,402,50,In Stock
JNE3680-TU-XL,Top,JNE3680,XL,3,1697.0,565.6666666666666,3,452,449,50,In Stock
JNE3680-TU-XS,Top,JNE3680,XS,4,1688.0,422.0,4,178,174,50,In Stock
JNE3680-TU-XXL,Top,JNE3680,XXL,16,9066.0,647.5714285714286,14,303,287,50,In Stock
JNE3680-TU-XXXL,Top,JNE3680,3XL,11,5166.0,469.6363636363636,11,133,122,50,In Stock
JNE3683-TU-S,Top,JNE3683,S,2,698.0,349.0,2,325,323,50,In Stock
JNE3683-TU-XL,Top,JNE3683,XL,1,349.0,349.0,1,400,399,50,In Stock
JNE3683-TU-XS,Top,JNE3683,XS,2,698.0,349.0,2,496,494,50,In Stock
JNE3684-TU-L,Top,JNE3684,L,5,1583.0,316.6,5,200,195,50,In Stock
JNE3684-TU-M,Top,JNE3684,M,2,1189.3400000000001,297.33500000000004,4,107,105,50,In Stock
JNE3684-TU-S,Top,JNE3684,S,4,1236.0,309.0,4,122,118,50,In Stock
JNE3684-TU-XL,Top,JNE3684,XL,2,630.0,315.0,2,266,264,50,In Stock
JNE3684-TU-XS,Top,JNE3684,XS,6,1865.0,310.8333333333333,6,166,160,50,In Stock
JNE3684-TU-XXXL,Top,JNE3684,3XL,3,917.0,305.6666666666667,3,341,338,50,In Stock
JNE3686-TU-L,Top,JNE3686,L,5,2169.0,433.8,5,237,232,50,In Stock
JNE3686-TU-M,Top,JNE3686,M,4,1290.0,322.5,4,494,490,50,In Stock
JNE3686-TU-S,Top,JNE3686,S,1,425.0,425.0,1,163,162,50,In Stock
JNE3686-TU-XL,Top,JNE3686,XL,11,4345.0,395.0,11,211,200,50,In Stock
JNE3686-TU-XS,Top,JNE3686,XS,6,2592.0,432.0,6,221,215,50,In Stock
JNE3686-TU-XXL,Top,JNE3686,XXL,5,2564.43,427.405,6,325,320,50,In Stock
JNE3686-TU-XXXL,Top,JNE3686,3XL,4,1714.0,428.5,4,365,361,50,In Stock
JNE3687-TU-L,Top,JNE3687,L,7,3823.0,546.1428571428571,7,162,155,50,In Stock
JNE3687-TU-M,Top,JNE3687,M,3,1090.0,363.3333333333333,3,127,124,50,In Stock
JNE3687-TU-XL,Top,JNE3687,XL,5,2729.0,545.8,5,121,116,50,In Stock
JNE3687-TU-XS,Top,JNE3687,XS,2,1090.0,545.0,2,351,349,50,In Stock
JNE3687-TU-XXL,Top,JNE3687,XXL,5,3226.1,460.87142857142857,7,254,249,50,In Stock
JNE3687-TU-XXXL,Top,JNE3687,3XL,1,1064.05,532.025,2,491,490,50,In Stock
JNE3688-TU-L,Top,JNE3688,L,4,2396.0,599.0,4,396,392,50,In Stock
JNE3688-TU-M,Top,JNE3688,M,2,1435.0,717.5,2,296,294,50,In Stock
JNE3688-TU-XL,Top,JNE3688,XL,8,5029.0,628.625,8,233,225,50,In Stock
JNE3688-TU-XS,Top,JNE3688,XS,6,4662.96,582.87,8,460,454,50,In Stock
JNE3688-TU-XXL,Top,JNE3688,XXL,4,2396.0,599.0,4,231,227,50,In Stock
JNE3688-TU-XXXL,Top,JNE3688,3XL,1,599.0,599.0,1,347,346,50,In Stock
JNE3689-TU-L,Top,JNE3689,L,9,4337.33,433.733,10,487,478,50,In Stock
JNE3689-TU-M,Top,JNE3689,M,11,4826.0,438.72727272727275,11,166,155,50,In Stock
JNE3689-TU-S,Top,JNE3689,S,10,4405.0,440.5,10,400,390,50,In Stock
JNE3689-TU-XL,Top,JNE3689,XL,5,2648.33,441.3883333333333,6,241,236,50,In Stock
JNE3689-TU-XS,Top,JNE3689,XS,6,3082.33,440.3328571428571,7,274,268,50,In Stock
JNE3689-TU-XXL,Top,JNE3689,XXL,8,3516.33,390.7033333333333,9,215,207,50,In Stock
JNE3689-TU-XXXL,Top,JNE3689,3XL,9,3906.0,434.0,9,290,281,50,In Stock
JNE3690-TU-L,Top,JNE3690,L,27,14083.0,521.5925925925926,27,316,289,50,In Stock
JNE3690-TU-M,Top,JNE3690,M,35,18236.85,506.57916666666665,36,270,235,50,In Stock
JNE3690-TU-S,Top,JNE3690,S,29,14543.0,501.48275862068965,29,204,175,50,In Stock
JNE3690-TU-XL,Top,JNE3690,XL,38,19231.0,506.07894736842104,38,202,164,50,In Stock
JNE3690-TU-XS,Top,JNE3690,XS,17,8107.0,476.88235294117646,17,458,441,50,In Stock
JNE3690-TU-XXL,Top,JNE3690,XXL,19,9774.0,514.421052631579,19,220,201,50,In Stock
JNE3690-TU-XXXL,Top,JNE3690,3XL,19,10992.66,523.46,21,169,150,50,In Stock
JNE3691-TU-L,Top,JNE3691,L,25,17874.52,638.3757142857143,28,202,177,50,In Stock
JNE3691-TU-M,Top,JNE3691,M,30,19366.0,645.5333333333333,30,254,224,50,In Stock
JNE3691-TU-S,Top,JNE3691,S,19,12623.0,664.3684210526316,19,259,240,50,In Stock
JNE3691-TU-XL,Top,JNE3691,XL,27,19292.14,689.005,28,251,224,50,In Stock
JNE3691-TU-XS,Top,JNE3691,XS,6,4065.0,677.5,6,363,357,50,In Stock
JNE3691-TU-XXL,Top,JNE3691,XXL,6,4010.0,668.3333333333334,6,185,179,50,In Stock
JNE3691-TU-XXXL,Top,JNE3691,3XL,6,4350.0,725.0,6,149,143,50,In Stock
JNE3693-KR-M,kurta,JNE3693,M,5,1591.0,318.2,5,244,239,50,In Stock
JNE3693-KR-S,kurta,JNE3693,S,3,939.0,313.0,3,163,160,50,In Stock
JNE3693-KR-XXL,kurta,JNE3693,XXL,4,1274.0,318.5,4,359,355,50,In Stock
JNE3694-KR-L,kurta,JNE3694,L,1,295.0,295.0,1,430,429,50,In Stock
JNE3694-KR-M,kurta,JNE3694,M,2,590.0,295.0,2,234,232,50,In Stock
JNE3694-KR-S,kurta,JNE3694,S,1,295.0,295.0,1,102,101,50,In Stock
JNE3694-KR-XL,kurta,JNE3694,XL,2,590.0,295.0,2,163,161,50,In Stock
JNE3695-KR-M,kurta,JNE3695,M,6,2056.95,293.84999999999997,7,309,303,50,In Stock
JNE3695-KR-S,kurta,JNE3695,S,2,596.0,298.0,2,109,107,50,In Stock
JNE3695-KR-XL,kurta,JNE3695,XL,1,301.0,301.0,1,363,362,50,In Stock
JNE3697-KR-L,kurta,JNE3697,L,40,20772.76,483.0874418604651,43,351,311,50,In Stock
JNE3697-KR-M,kurta,JNE3697,M,19,9700.57,461.9319047619048,21,460,441,50,In Stock
JNE3697-KR-S,kurta,JNE3697,S,21,10588.81,481.30954545454546,22,487,466,50,In Stock
JNE3697-KR-XL,kurta,JNE3697,XL,23,11820.57,454.6373076923077,26,218,195,50,In Stock
JNE3697-KR-XXL,kurta,JNE3697,XXL,25,11962.38,460.09153846153845,26,428,403,50,In Stock
JNE3698-KR-L,kurta,JNE3698,L,5,2159.0,431.8,5,339,334,50,In Stock
JNE3698-KR-M,kurta,JNE3698,M,4,1672.0,418.0,4,220,216,50,In Stock
JNE3698-KR-S,kurta,JNE3698,S,3,1355.0,451.6666666666667,3,432,429,50,In Stock
JNE3698-KR-XL,kurta,JNE3698,XL,4,1860.0,465.0,4,153,149,50,In Stock
JNE3698-KR-XXL,kurta,JNE3698,XXL,14,6026.0,430.42857142857144,14,350,336,50,In Stock
JNE3700-KR-L,kurta,JNE3700,L,1,299.0,299.0,1,418,417,50,In Stock
JNE3700-KR-M,kurta,JNE3700,M,1,318.0,318.0,1,137,136,50,In Stock
JNE3700-KR-S,kurta,JNE3700,S,4,1196.0,299.0,4,245,241,50,In Stock
JNE3700-KR-XS,kurta,JNE3700,XS,1,583.76,291.88,2,257,256,50,In Stock
JNE3700-KR-XXL,kurta,JNE3700,XXL,2,598.0,299.0,2,459,457,50,In Stock
JNE3700-KR-XXXL,kurta,JNE3700,3XL,1,299.0,299.0,1,274,273,50,In Stock
JNE3701-KR-L,kurta,JNE3701,L,6,2262.0,377.0,6,211,205,50,In Stock
JNE3701-KR-M,kurta,JNE3701,M,2,666.0,333.0,2,192,190,50,In Stock
JNE3701-KR-S,kurta,JNE3701,S,2,666.0,333.0,2,126,124,50,In Stock
JNE3701-KR-XL,kurta,JNE3701,XL,7,2661.0,380.14285714285717,7,143,136,50,In Stock
JNE3701-KR-XS,kurta,JNE3701,XS,3,1131.0,377.0,3,348,345,50,In Stock
JNE3701-KR-XXL,kurta,JNE3701,XXL,1,333.0,333.0,1,347,346,50,In Stock
JNE3701-KR-XXXL,kurta,JNE3701,3XL,3,1131.0,377.0,3,246,243,50,In Stock
JNE3702-KR-L,kurta,JNE3702,L,11,3768.0,342.54545454545456,11,189,178,50,In Stock
JNE3702-KR-M,kurta,JNE3702,M,5,1710.0,342.0,5,474,469,50,In Stock
JNE3702-KR-S,kurta,JNE3702,S,1,342.0,342.0,1,113,112,50,In Stock
JNE3702-KR-XL,kurta,JNE3702,XL,6,2377.71,339.67285714285714,7,131,125,50,In Stock
JNE3702-KR-XS,kurta,JNE3702,XS,3,1015.0,338.3333333333333,3,184,181,50,In Stock
JNE3702-KR-XXL,kurta,JNE3702,XXL,4,1368.0,342.0,4,419,415,50,In Stock
JNE3702-KR-XXXL,kurta,JNE3702,3XL,8,2736.0,342.0,8,113,105,50,In Stock
JNE3703-KR-L,kurta,JNE3703,L,36,11548.9,303.9184210526316,38,391,355,50,In Stock
JNE3703-KR-M,kurta,JNE3703,M,28,8812.95,303.89482758620693,29,183,155,50,In Stock
JNE3703-KR-S,kurta,JNE3703,S,17,5717.06,300.89789473684215,19,457,440,50,In Stock
JNE3703-KR-XL,kurta,JNE3703,XL,27,9077.8,292.8322580645161,31,208,181,50,In Stock
JNE3703-KR-XS,kurta,JNE3703,XS,9,2799.0,311.0,9,140,131,50,In Stock
JNE3703-KR-XXL,kurta,JNE3703,XXL,30,9657.0,292.6363636363636,33,248,218,50,In Stock
JNE3704-KR-L,kurta,JNE3704,L,7,3403.0,486.14285714285717,7,348,341,50,In Stock
JNE3704-KR-M,kurta,JNE3704,M,7,3379.81,422.47625,8,325,318,50,In Stock
JNE3704-KR-S,kurta,JNE3704,S,6,2922.0,487.0,6,126,120,50,In Stock
JNE3704-KR-XL,kurta,JNE3704,XL,3,1449.0,483.0,3,238,235,50,In Stock
JNE3704-KR-XS,kurta,JNE3704,XS,7,3397.0,485.2857142857143,7,266,259,50,In Stock
JNE3704-KR-XXL,kurta,JNE3704,XXL,2,974.0,487.0,2,380,378,50,In Stock
JNE3704-KR-XXXL,kurta,JNE3704,3XL,7,3409.0,487.0,7,353,346,50,In Stock
JNE3706-DR-L,Western Dress,JNE3706,L,30,13069.9,421.60967741935485,31,164,134,50,In Stock
JNE3706-DR-M,Western Dress,JNE3706,M,15,6530.0,384.11764705882354,17,412,397,50,In Stock
JNE3706-DR-S,Western Dress,JNE3706,S,6,2961.33,423.04714285714283,7,109,103,50,In Stock
JNE3706-DR-XL,Western Dress,JNE3706,XL,14,5814.0,415.2857142857143,14,385,371,50,In Stock
JNE3706-DR-XS,Western Dress,JNE3706,XS,3,1632.9,408.225,4,384,381,50,In Stock
JNE3706-DR-XXL,Western Dress,JNE3706,XXL,12,5409.9,416.1461538461538,13,317,305,50,In Stock
JNE3706-DR-XXXL,Western Dress,JNE3706,3XL,12,4501.0,375.0833333333333,12,460,448,50,In Stock
JNE3707-DR-L,Western Dress,JNE3707,L,11,5267.0,478.8181818181818,11,212,201,50,In Stock
JNE3707-DR-M,Western Dress,JNE3707,M,9,4852.38,485.238,10,214,205,50,In Stock
JNE3707-DR-S,Western Dress,JNE3707,S,3,1453.0,484.3333333333333,3,172,169,50,In Stock
JNE3707-DR-XL,Western Dress,JNE3707,XL,7,2934.0,419.14285714285717,7,270,263,50,In Stock
JNE3707-DR-XS,Western Dress,JNE3707,XS,4,1921.0,480.25,4,230,226,50,In Stock
JNE3707-DR-XXL,Western Dress,JNE3707,XXL,13,5910.0,454.61538461538464,13,254,241,50,In Stock
JNE3707-DR-XXXL,Western Dress,JNE3707,3XL,10,5335.38,485.0345454545455,11,336,326,50,In Stock
JNE3708-TU-L,Top,JNE3708,L,4,2819.0,704.75,4,137,133,50,In Stock
JNE3708-TU-M,Top,JNE3708,M,3,3052.14,763.035,4,394,391,50,In Stock
JNE3708-TU-S,Top,JNE3708,S,7,4889.0,698.4285714285714,7,177,170,50,In Stock
